old_case	baseline_inputs	baseline_sha256	assertion	disposition	destination	observation	verification
pa13/tests/spec/100-if-else.t	pa13/tests/spec/100-if-else.t	67f1fede6fb6f8c087da8819b483721b2e75238990d0c4276cd5c695271c40b7	if else	reduce/split	pa8/tests/spec/100-if-else.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/100-index-slot.t	pa13/tests/spec/100-index-slot.t	b5b26b168fd962510661fd11cd8edeff5e8dccfc40c12b3dc37c444b6aeb893c	index slot	reduce/split	pa8/tests/spec/100-index-slot.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/100-indirect-call.t	pa13/tests/spec/100-indirect-call.t	4c0bc6ad6048f434507c9d3cc922f2bc7be7a538a767b287951763ed71ab30f0	indirect call	reduce/split	pa8/tests/spec/100-indirect-call.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/100-legacy-runtime-hooks.t	pa13/tests/spec/100-legacy-runtime-hooks.t	7739ea482d03cdf4d1f071ad88d2018247d6d328b12168b04c6513718c14a3a4	legacy runtime hooks	reduce/split	pa8/tests/spec/100-legacy-runtime-hooks.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/100-local-arith.t	pa13/tests/spec/100-local-arith.t	8523a36344f55b3cdc90a5d31e35dc218120dc12718d7abf1133695adbef466d	local arith	reduce/split	pa8/tests/spec/100-local-arith.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/100-nullptr-return-lowir.t	pa13/tests/spec/100-nullptr-return-lowir.t	0b2b1924426e4443cf78c75aad910093751070d8fa85c2350288b659f07f1b3b	nullptr return lowir	reduce/split	pa8/tests/spec/100-nullptr-return-lowir.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/100-object-abi-lowered.t	pa13/tests/spec/100-object-abi-lowered.t	31246838a04653832b29cc1289ff02cd32b23091cab3912f44f4b259fbc15f1b	object abi lowered	reduce/split	pa8/tests/spec/100-object-abi-lowered.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/100-ret0.t	pa13/tests/spec/100-ret0.t	eb0c305b3782fbc2650d96ca17e0280bb0ebe5b364bf205fb81f6a6bcc1b625d	ret0	reduce/split	pa8/tests/spec/100-ret0.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/100-simple-call.t	pa13/tests/spec/100-simple-call.t	31d7a1fa7b99eae161ca4191abf0bb2f127a29f58e9e39fdf0883a23d043148f	simple call	reduce/split	pa8/tests/spec/100-simple-call.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired. Split the existing helper and caller across .t and .t2 to observe grouped-input handling without adding a case.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/100-small-direct-object-argument.t	pa13/tests/spec/100-small-direct-object-argument.t	bb8c54822e08b0ca93d6091660cf4a9051a7095d42c197deecc7de5430174808	small direct object argument	reduce/split	pa8/tests/spec/100-small-direct-object-argument.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/100-startup-shutdown-hooks.t	pa13/tests/spec/100-startup-shutdown-hooks.t	0d2ac158df80863a2ae3c3a8f3bcc4fa3330b7fb1344709db0a50ed20862d536	startup shutdown hooks	reduce/split	pa8/tests/spec/100-startup-shutdown-hooks.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/100-structured-global-data.t	pa13/tests/spec/100-structured-global-data.t	b0e2a58fc6fb51db7b459e7a7c9407179dc40e6b1a927f5e12a57b09eb73ec04	structured global data	reduce/split	pa8/tests/spec/100-structured-global-data.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/100-while-break.t	pa13/tests/spec/100-while-break.t	5aa2f39adfa2f15836de9098a1d653d9594365cac738f66f518acb55ad9345c9	while break	reduce/split	pa8/tests/spec/100-while-break.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/100-zeroinit.t	pa13/tests/spec/100-zeroinit.t	8066d1278088f001d089fc80bf17c9ddd06a79605429272b5168c96693eb19cc	zeroinit	reduce/split	pa8/tests/spec/100-zeroinit.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-atomic-add-fetch.t	pa13/tests/spec/200-atomic-add-fetch.t	dd1a539b6f68ebfab45d7d1cb67f7a369540b024ea4dffa2b993318bc61e7246	atomic add fetch	reduce/split	pa8/tests/spec/200-atomic-add-fetch.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-atomic-compare-exchange-failure.t	pa13/tests/spec/200-atomic-compare-exchange-failure.t	d17579097f80e28b78284c96488941382fbfda06706496e735b5ff20a8d08aec	atomic compare exchange failure	reduce/split	pa8/tests/spec/200-atomic-compare-exchange-failure.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-atomic-compare-exchange-success.t	pa13/tests/spec/200-atomic-compare-exchange-success.t	2d61589df1ccf4b15d8398be253be97c264fbb7137b20118ca942790641d88ca	atomic compare exchange success	reduce/split	pa8/tests/spec/200-atomic-compare-exchange-success.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-atomic-exchange.t	pa13/tests/spec/200-atomic-exchange.t	16ae642a0c0d59df93b832697f1fca0f45ecbe7e5cfd9cf6a302123c0ed8373d	atomic exchange	reduce/split	pa8/tests/spec/200-atomic-exchange.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-atomic-fences.t	pa13/tests/spec/200-atomic-fences.t	fc5edb5a00a53b2d85d010f698241b302b36cfdb09aeddf3d878dfb9223bf23a	atomic fences	reduce/split	pa8/tests/spec/200-atomic-fences.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-atomic-load-store.t	pa13/tests/spec/200-atomic-load-store.t	37d0afc23848436c81d028978f258adeff4bd8bd4462c6b43ecbd70285b831c8	atomic load store	reduce/split	pa8/tests/spec/200-atomic-load-store.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-call-signature-symbol-metadata.t	pa13/tests/spec/200-bad-call-signature-symbol-metadata.t	712a6b74d7bc0ca78e99aba430877f282d141dda747fc414c6ad5975ebcbc654	bad call signature symbol metadata	reduce/split	pa8/tests/spec/200-bad-call-signature-symbol-metadata.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-duplicate-block.t	pa13/tests/spec/200-bad-duplicate-block.t	22245736536949f4d2ea8d39d73fd1341c2e8479d33f5b9a9a2332113e3bb3f0	bad duplicate block	reduce/split	pa8/tests/spec/200-bad-duplicate-block.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-duplicate-object-alias.t	pa13/tests/spec/200-bad-duplicate-object-alias.t	0cbe8d8a83b0df3a6ae76627bb74624f9406ff24c6d7330cc1fc91baacb6b340	bad duplicate object alias	reduce/split	pa8/tests/spec/200-bad-duplicate-object-alias.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-duplicate-parameter.t	pa13/tests/spec/200-bad-duplicate-parameter.t	37242ffcb824956cfa41ea3f3631dee3e073165208432c0298bdc8da88d74f40	bad duplicate parameter	reduce/split	pa8/tests/spec/200-bad-duplicate-parameter.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-duplicate-slot.t	pa13/tests/spec/200-bad-duplicate-slot.t	a9a841f92bdbb87e157bd872ac5fbed347c623bf90309c70d8d19fa746fed818	bad duplicate slot	reduce/split	pa8/tests/spec/200-bad-duplicate-slot.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-duplicate-tls-wrapper.t	pa13/tests/spec/200-bad-duplicate-tls-wrapper.t	c4c894a5e62a0ec4d71fbdce14332edfcaa5e10679cf3184d57a4c682ff692c6	bad duplicate tls wrapper	reduce/split	pa8/tests/spec/200-bad-duplicate-tls-wrapper.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-duplicate-top-level-symbol.t	pa13/tests/spec/200-bad-duplicate-top-level-symbol.t	714b0791a5c93f256685c78c17b14a809ce2affa69eb03f002c0612eecf557fc	bad duplicate top level symbol	reduce/split	pa8/tests/spec/200-bad-duplicate-top-level-symbol.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-function-arity-metadata.t	pa13/tests/spec/200-bad-function-arity-metadata.t	4a0576d15abb4c7c5bca3c26cba11c84660be358f74073ea71400399ec1ba1b4	bad function arity metadata	reduce/split	pa8/tests/spec/200-bad-function-arity-metadata.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-function-debug-zero-line.t	pa13/tests/spec/200-bad-function-debug-zero-line.t	f2b3c6411a2b7c3c077881785a886f232874f582616c3c23a2896cc10efac2ec	bad function debug zero line	reduce/split	pa8/tests/spec/200-bad-function-debug-zero-line.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-index-projection-metadata.t	pa13/tests/spec/200-bad-index-projection-metadata.t	98528f9d5a8a2ca9ab4236745c5780c319d84e109f146f64072b52894fe5afb5	bad index projection metadata	reduce/split	pa8/tests/spec/200-bad-index-projection-metadata.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-indirect-result-nonvoid-return.t	pa13/tests/spec/200-bad-indirect-result-nonvoid-return.t	77626a9ec980857987185398d8672bbda29f376b6913bf2f659467c1fe372bbc	bad indirect result nonvoid return	reduce/split	pa8/tests/spec/200-bad-indirect-result-nonvoid-return.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-indirect-result-not-first.t	pa13/tests/spec/200-bad-indirect-result-not-first.t	fd7d2d03e995666c9f8e363116333c671bd115bdf09b14de86e88a2c067aaef7	bad indirect result not first	reduce/split	pa8/tests/spec/200-bad-indirect-result-not-first.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-instruction-after-terminator.t	pa13/tests/spec/200-bad-instruction-after-terminator.t	89ac57c1e149e2f656bab3742c0d4076034eb875f2fe09ade5bf859901b2d689	bad instruction after terminator	reduce/split	pa8/tests/spec/200-bad-instruction-after-terminator.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-invalid-integer-width-conversion.t	pa13/tests/spec/200-bad-invalid-integer-width-conversion.t	17d24ebbad19e422df3974dcd49585b0f90e6144831b9ecb0d4974987dde073e	bad invalid integer width conversion	reduce/split	pa8/tests/spec/200-bad-invalid-integer-width-conversion.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-missing-indirect-call-signature.t	pa13/tests/spec/200-bad-missing-indirect-call-signature.t	640ca7ee2d1d42b37f2fdba48fafddb5d2b2abbd0619203f48a24bdda79c689f	bad missing indirect call signature	reduce/split	pa8/tests/spec/200-bad-missing-indirect-call-signature.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-nonptr-parameter-alias.t	pa13/tests/spec/200-bad-nonptr-parameter-alias.t	7dcb490473a98e2e025eea4baf9009e7801e81ed5b2ae5c1db7183954ba56eb6	bad nonptr parameter alias	reduce/split	pa8/tests/spec/200-bad-nonptr-parameter-alias.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-reference-pass-nonptr.t	pa13/tests/spec/200-bad-reference-pass-nonptr.t	918d169a6a949a44bbdf71f3b745792919dfd8e160acec0abe9fb8ef6ba6aae8	bad reference pass nonptr	reduce/split	pa8/tests/spec/200-bad-reference-pass-nonptr.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-storage-op-alignment.t	pa13/tests/spec/200-bad-storage-op-alignment.t	4ff9413cb30c28f7cee56a57f54ed74327d655b64d221f13ca1fc20c8e23fbd4	bad storage op alignment	reduce/split	pa8/tests/spec/200-bad-storage-op-alignment.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-switch-target.t	pa13/tests/spec/200-bad-switch-target.t	dcffd00dccaa4503fd269f5a0ca3114a62feb072624a808ed9dc238fb7f43866	bad switch target	reduce/split	pa8/tests/spec/200-bad-switch-target.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-tls-for-non-thread-local-global.t	pa13/tests/spec/200-bad-tls-for-non-thread-local-global.t	bf3903abf6ce41e134241d1736dbb76509e0035c350615396d56e840f2208a27	bad tls for non thread local global	reduce/split	pa8/tests/spec/200-bad-tls-for-non-thread-local-global.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-undefined-block-target.t	pa13/tests/spec/200-bad-undefined-block-target.t	c6ed2ce43da6b80495fc66e313c3628aca55751dfdbdeb4197436d59dea3dd4b	bad undefined block target	reduce/split	pa8/tests/spec/200-bad-undefined-block-target.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-undefined-object-alias-target.t	pa13/tests/spec/200-bad-undefined-object-alias-target.t	4359ce223c1148313d28cbc5068725cb25aa46ba913cfd2c0293742b01f6f9e1	bad undefined object alias target	reduce/split	pa8/tests/spec/200-bad-undefined-object-alias-target.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-unknown-binding-metadata.t	pa13/tests/spec/200-bad-unknown-binding-metadata.t	a7a64737c8c952798970cddef1827c4b8bbcc4456a3931d5c1fad5339b18ee24	bad unknown binding metadata	reduce/split	pa8/tests/spec/200-bad-unknown-binding-metadata.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-unknown-function-effect-metadata.t	pa13/tests/spec/200-bad-unknown-function-effect-metadata.t	6229aa0a9dbda06874b760492944a3466315d69aa68e041e3c98f4b1fd34db09	bad unknown function effect metadata	reduce/split	pa8/tests/spec/200-bad-unknown-function-effect-metadata.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bad-unknown-global-storage-metadata.t	pa13/tests/spec/200-bad-unknown-global-storage-metadata.t	b464f181cd707f70cd588782391c223a0992aa160f7a8acdd0af1d0445f475b7	bad unknown global storage metadata	reduce/split	pa8/tests/spec/200-bad-unknown-global-storage-metadata.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-binary-int-ops.t	pa13/tests/spec/200-binary-int-ops.t	4abd917b33ca7ff8570cf3e1c1bd2ebc9362133004adad099dd4e6f17c119c60	binary int ops	reduce/split	pa8/tests/spec/200-binary-int-ops.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-binding-metadata-smoke.t	pa13/tests/spec/200-binding-metadata-smoke.t	f491a487014246328230bbb24bd598df381e3b764036e5098420e5aeefad3ec1	binding metadata smoke	reduce/split	pa8/tests/spec/200-binding-metadata-smoke.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-bswap-unary.t	pa13/tests/spec/200-bswap-unary.t	0245c3f5e6546e1fda5cfc4cd85399e091b969f7d2bcbf023af7984c5db54b23	bswap unary	reduce/split	pa8/tests/spec/200-bswap-unary.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-compare-predicates.t	pa13/tests/spec/200-compare-predicates.t	602e61642ed248f42360088fc1af79954b3982ca7b38b1688516cb3fc52847ea	compare predicates	reduce/split	pa8/tests/spec/200-compare-predicates.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-copy-instruction.t	pa13/tests/spec/200-copy-instruction.t	8bc3e6a7b9940e6419b3ea4a3f1ac7ae58ad314535c08cfb995fb589c0f4bb87	copy instruction	reduce/split	pa8/tests/spec/200-copy-instruction.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-direct-object-return-boundary-smoke.t	pa13/tests/spec/200-direct-object-return-boundary-smoke.t	1bc1ca314e49c0253bd18b0e325622a89144f66d951fca44c86a76c81181de25	direct object return boundary smoke	reduce/split	pa8/tests/spec/200-direct-object-return-boundary-smoke.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-f64-direct-call.t	pa13/tests/spec/200-f64-direct-call.t	21a088f7a73bfa4c90a21fa556329d252257ec166a4b807e4cc555e33866a409	f64 direct call	reduce/split	pa8/tests/spec/200-f64-direct-call.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-f80-direct-call.t	pa13/tests/spec/200-f80-direct-call.t	cf26208b5488c08d7284d92086dec61036c0020200e0cdf1e3d6055e277bd147	f80 direct call	reduce/split	pa8/tests/spec/200-f80-direct-call.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-f80-global.t	pa13/tests/spec/200-f80-global.t	a0643d8607a005573a5b5c5e27d350ab124d3fbfc23f818e027216ae315d9066	f80 global	reduce/split	pa8/tests/spec/200-f80-global.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-f80-unary-binary-cmp.t	pa13/tests/spec/200-f80-unary-binary-cmp.t	8427dd37bfe9e1a8246d47c923c9541e201aaa48174ed925b6199bf16191a81c	f80 unary binary cmp	reduce/split	pa8/tests/spec/200-f80-unary-binary-cmp.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-float-width-conversions.t	pa13/tests/spec/200-float-width-conversions.t	680666e06aa7ac768ba9eae99baf29632e1789738e9058d08c675554aee7e3ad	float width conversions	reduce/split	pa8/tests/spec/200-float-width-conversions.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
