test	directory	prefix	opus_initial	trusted_initial	aggregate_reason	opus_failure	trusted_failure	feature_cluster	opus_commit_evidence	opus_plan_evidence	opus_log_evidence	candidate_owner_pa	classification	minimal_example	proposed_test_path	action_status	notes
pa23/tests/general/500-evaluated-dependent-nttp-alias-mangle.t	pa23/tests/general	500	pass	fail	trusted_only		tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	lowir-presentation-itanium-mangling-for-template-instantiations	6a1804510 object= Itanium mangles for class members; 7a9b70f48 function-local class member mangling; 7328cd82b nested member-class-template instantiation mangling	Opus final pa23/plan.md Loop 59/60 identifies object= Itanium pairing and local-class mangling as LowIR presentation/comparison defects, not missing source-language features.	Opus initial PA23 baseline passed this row (trusted_only seed); no Opus fixing transition, classification from test content plus Trusted seeded failure: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa23	implementation-bug-only			no-action	seed=trusted_only; Presentation/codegen pairing issue; no earlier source-feature test proposed.; no assignment tests or refs added in this audit pass
pa23/tests/general/500-explicit-specialization-dependent-param-typedef.t	pa23/tests/general	500	fail	fail	both_fail	generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/general/500-explicit-specialization-dependent-param-typedef.my.lowir.compare.diff	generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/general/500-explicit-specialization-dependent-param-typedef.my.lowir.compare.diff	explicit-specialization-and-explicit-instantiation-ownership	0044efd8b explicit-instantiation lowering; 447aab065 stale primary refresh; b9c1574cb member-function explicit specialization; 569fcbd79 member-function explicit instantiation; fb9e82eeb full explicit-specialization defaults	Opus final plan Work log items 9/11 plus explicit-specialization rejection notes cover stale-primary refresh, member ownership, static data, and explicit-instantiation lowering.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/general/500-explicit-specialization-dependent-param-typedef.my.lowir.compare.diff	pa22	feature-interaction-earliest-owner	analysis/reducers/pa22-explicit-specialization-dependent-param-typedef.t	pa22/tests/spec/100-explicit-specialization-dependent-param-typedef.t	test-added	seed=both_fail; earliest owner is PA22 because the explicit specialization signature requires full function-template declaration deduction for a dependent typedef parameter; C++11 valid; current/reference relaxed LowIR match; Opus start 1963d796e relaxed LowIR fails and Opus fb9e82eeb passes; external refs generated; placement audit moved this out of PA21
pa23/tests/general/500-function-template-parameter-alias-sees-previous-param.t	pa23/tests/general	500	fail	pass	opus_only	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)		alias-template-dependent-expansion-and-rebinding	72e996289 alias-template pack binding; 3bec27bf4 alias-template-id qualifier in value context; 45820ae4b default args in alias expansion; e32a4ae29 value-context alias defaults; 05bc9195a forwarding alias patterns; 743b7a920 dependent alias pack patterns	Opus final pa23/plan.md Work log item 3 and Loop 56/57 notes identify alias-template expansion, defaults, dependent qualifiers, and pack-preserving rebinding.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa22	harness-or-reference-issue	analysis/reducers/pa22-function-template-parameter-alias-sees-previous-param.t	pa22/tests/general/500-function-template-parameter-alias-sees-previous-param.t (not added; reference-blocked)	no-action	seed=both_fail; skipped after validation because Opus start 1963d796e rejected unknown sizeof operand type and Opus commit 45820ae4b accepted, but the external reference compiler rejects the C++11-valid reducer with unknown function helper<value>; recorded in analysis/reference-reducer-failures.md.
pa23/tests/general/500-index-sequence-alias-constructor-deduction.t	pa23/tests/general	500	fail	fail	both_fail	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	alias-template-dependent-expansion-and-rebinding	72e996289 alias-template pack binding; 3bec27bf4 alias-template-id qualifier in value context; 45820ae4b default args in alias expansion; e32a4ae29 value-context alias defaults; 05bc9195a forwarding alias patterns; 743b7a920 dependent alias pack patterns	Opus final pa23/plan.md Work log item 3 and Loop 56/57 notes identify alias-template expansion, defaults, dependent qualifiers, and pack-preserving rebinding.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa22	harness-or-reference-issue	analysis/reducers/pa22-index-sequence-alias-constructor-deduction.t	pa22/tests/general/500-index-sequence-alias-constructor-deduction.t (not added; reference-blocked)	no-action	seed=both_fail; skipped after validation because Opus start 1963d796e rejected undeclared index_sequence<0> and Opus commit 45820ae4b accepted, but external reference LowIR includes extra EH declarations and an empty helper constructor body not emitted by current PA22; recorded in analysis/reference-reducer-failures.md.
pa23/tests/general/500-inherited-constructor-template-member-alias-pack.t	pa23/tests/general	500	fail	fail	both_fail	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	member-template-entity-and-call-integration	42beb854b member template definition relink; 7571a0d7b using-declaration imports member template overloads; 670045ef2 member template as TTP arg; 24db2e7ce using-imported member-template this adjustment	Opus plan loop notes cover member-template lookup/call/import behavior across class scopes and template argument forms.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa22	missing-earlier-feature	analysis/reducers/pa22-inherited-constructor-template-member-alias-pack.t	pa22/tests/general/500-inherited-constructor-template-member-alias-pack.t	test-added	PA22 inherited constructor-template deduction with member alias pack and defaulted enable-if NTTP; g++ C++11 valid; Opus start 1963d796e rejects with parse error and Opus 33af1a9bc/0ed91f49d accept; local canonical dev/cppgm++ accepts and generated refs; focused PA22 check, direct LowIR check, and placement audit passed.
pa23/tests/general/500-internal-remove-cvref-alias-sfinae.t	pa23/tests/general	500	fail	fail	both_fail	generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/general/500-internal-remove-cvref-alias-sfinae.my.lowir.compare.diff	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	vendor-builtin-template-traits-and-pack-intrinsics	21c3199fa __type_pack_element; cc00b5bf8 builtin unary type transforms; 44d58bf2e __make_integer_seq	Opus plan work log and loop notes call out vendor builtins/type transforms as PA23-forced compatibility forms needing owner decisions.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/general/500-internal-remove-cvref-alias-sfinae.my.lowir.compare.diff	pa22-portable-candidate	portable-rewrite-pending-validation	portable PA23 source rewritten; reduce from pa23/tests/general/500-internal-remove-cvref-alias-sfinae.t		no-action	seed=both_fail; portable rewrite pass 2026-06-30: replaced hosted __remove_cvref transform with local C++11 remove_reference/remove_cv helper and renamed the alias to remove_cvref_t; g++/clang C++11 syntax, current cppgm compile, focused PA23 check, and PA19-PA23 placement audit passed. No earlier assignment test added yet; rerun Opus start/fix and external reference gates for the portable form before promotion. Intrinsic-specific coverage remains in PA34 compile tests.
pa23/tests/general/500-member-template-conditional-alias-trailing-return.t	pa23/tests/general	500	pass	fail	trusted_only		tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	member-template-entity-and-call-integration	42beb854b member template definition relink; 7571a0d7b using-declaration imports member template overloads; 670045ef2 member template as TTP arg; 24db2e7ce using-imported member-template this adjustment	Opus plan loop notes cover member-template lookup/call/import behavior across class scopes and template argument forms.	Opus initial PA23 baseline passed this row (trusted_only seed); no Opus fixing transition, classification from test content plus Trusted seeded failure: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa21-or-pa22	implementation-bug-only	derive reduced example from pa23/tests/general/500-member-template-conditional-alias-trailing-return.t		no-action	Opus PA23 start baseline already passed this row; under the Opus-gated backfill workflow there is no start/fix transition proving a missing earlier reducer. No earlier assignment test added.
pa23/tests/general/500-member-template-dependent-owner-defaulted-sfinae.t	pa23/tests/general	500	fail	fail	both_fail	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/general/500-member-template-dependent-owner-defaulted-sfinae.my.lowir.compare.diff	sfinae-substitution-with-alias-member-pack-and-detector-idioms	1a232426b bind deduced pack into concreteScope; 9a209b88e fold member-template guards; cc29768af alias guard folding; 768c32e9f out-of-class SFINAE overload pairing	Opus final pa23/plan.md Fix 24-25d documents defaulted-NTTP SFINAE guards, alias guard folding, member-template guard dropping, detector idioms, and overload relinking.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa22	feature-interaction-earliest-owner	analysis/reducers/pa22-member-template-dependent-owner-defaulted-sfinae.t	pa22/tests/general/500-member-template-dependent-owner-defaulted-sfinae.t	test-added	seed=both_fail; added PA22 dependent source-owner member-template defaulted-SFINAE reducer; Opus start 1963d796e rejected called object is not a function and Opus commit 1a232426b accepted; external refs and witness refs generated; focused check and witness compare passed; placement audit pa22 --fail-on-early passed; PA22 report passed 98/98.
pa23/tests/general/500-member-template-enable-if-redeclaration-overload.t	pa23/tests/general	500	fail	fail	both_fail	generated LowIR failed sanity validation: function @box_pointer_to_int___run block ^entry call @box_pointer_to_int___pick__t1 expects exactly 1 argument(s), got 3	generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/general/500-member-template-enable-if-redeclaration-overload.my.lowir.compare.diff	sfinae-substitution-with-alias-member-pack-and-detector-idioms	1a232426b bind deduced pack into concreteScope; 9a209b88e fold member-template guards; cc29768af alias guard folding; 768c32e9f out-of-class SFINAE overload pairing	Opus final pa23/plan.md Fix 24-25d documents defaulted-NTTP SFINAE guards, alias guard folding, member-template guard dropping, detector idioms, and overload relinking.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: generated LowIR failed sanity validation: function @box_pointer_to_int___run block ^entry call @box_pointer_to_int___pick__t1 expects exactly 1 argument(s), got 3	pa22	harness-or-reference-issue	analysis/reducers/pa22-member-template-enable-if-redeclaration-overload.t	pa22/tests/general/500-member-template-enable-if-redeclaration-overload.t (not added; reference-blocked)	no-action	seed=both_fail; skipped after validation because Opus start 1963d796e emitted the wrong out-of-class member-template overload body and Opus commit 1a232426b emitted the selected pointer overload returning 2, but external reference LowIR includes extra EH runtime declarations not emitted by current PA22; recorded in analysis/reference-reducer-failures.md.
pa23/tests/general/500-out-of-class-member-template-dependent-owner-type.t	pa23/tests/general	500	fail	fail	both_fail	generated LowIR failed sanity validation: function @main block ^entry call @service_mutex_type___receive__t1 expects exactly 1 argument(s), got 3	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	member-template-ownership-and-out-of-class-definition-replay	42beb854b link out-of-class member function template definitions; e8325194b out-of-class constructor templates; fd6f3e485 member class template definitions; a6212a3e1 parameter labels; 768c32e9f overload pairing	Opus final pa23/plan.md Work log item 2 and Loop 56/61 notes identify member-template body relinking, class/member out-of-class definitions, and source-order overload pairing.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: generated LowIR failed sanity validation: function @main block ^entry call @service_mutex_type___receive__t1 expects exactly 1 argument(s), got 3	pa22	harness-or-reference-issue	analysis/reducers/pa22-out-of-class-member-template-dependent-owner-type.t		no-action	Reducer is g++ C++11 valid and current accepts, but the external reference compiler rejects with unknown qualified class partial specialization scope for the nested dependent owner type; logged in analysis/reference-reducer-failures.md. No PA22 test added until reference generation is stable.
pa23/tests/general/500-pack-alias-functional-bool-trait-sfinae.t	pa23/tests/general	500	fail	fail	both_fail	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	sfinae-substitution-with-alias-member-pack-and-detector-idioms	1a232426b bind deduced pack into concreteScope; 9a209b88e fold member-template guards; cc29768af alias guard folding; 768c32e9f out-of-class SFINAE overload pairing	Opus final pa23/plan.md Fix 24-25d documents defaulted-NTTP SFINAE guards, alias guard folding, member-template guard dropping, detector idioms, and overload relinking.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa22	feature-interaction-earliest-owner	analysis/reducers/pa22-pack-alias-functional-bool-trait-sfinae.t	pa22/tests/general/500-pack-alias-functional-bool-trait-sfinae.t	test-added	seed=both_fail; added PA22 pack-alias functional bool-trait SFINAE reducer; Opus start 1963d796e rejected dependent Bn::value and Opus commit 1a232426b accepted; external refs and witness refs generated; focused check and witness compare passed; placement audit pa22 --fail-on-early passed; PA22 report passed 98/98.
pa23/tests/general/500-pack-alias-inherited-bool-constant.t	pa23/tests/general	500	fail	fail	both_fail	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	dependent-base-and-inherited-constructor-template-integration	cc29768af pa23: fold alias SFINAE guards and exclude ctor-template classes from aggregates	Opus final pa23/plan.md Loop 58/60 notes track inherited constructor templates, dependent bases, pack forwarding, wrapper emission, and partial-specialization combinations.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa22	feature-interaction-earliest-owner	Require<inherited_true<T>, true_type> expands an alias-template parameter pack into enable_if_t<and_<Cond...>::value>	pa22/tests/general/300-pack-alias-enable-if-bool-constant.t	test-added	Backfilled in PA22 general. Historical reducer failed at Opus PA23 start 1963d796e with unknown enable_if_t<and_<Cond...>::value>, still failed at 27f04fc71/9cfd2427e, and passed at cc29768af; focused LowIR and witness checks passed.
pa23/tests/general/500-partial-member-template-trailing-result-scope.t	pa23/tests/general	500	pass	fail	trusted_only		tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	member-template-entity-and-call-integration	42beb854b member template definition relink; 7571a0d7b using-declaration imports member template overloads; 670045ef2 member template as TTP arg; 24db2e7ce using-imported member-template this adjustment	Opus plan loop notes cover member-template lookup/call/import behavior across class scopes and template argument forms.	Opus initial PA23 baseline passed this row (trusted_only seed); no Opus fixing transition, classification from test content plus Trusted seeded failure: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa21-or-pa22	implementation-bug-only	derive reduced example from pa23/tests/general/500-partial-member-template-trailing-result-scope.t		no-action	Opus PA23 start baseline already passed this row; under the Opus-gated backfill workflow there is no start/fix transition proving a missing earlier reducer. No earlier assignment test added.
pa23/tests/general/500-qualified-member-function-value-fallback-sfinae.t	pa23/tests/general	500	fail	fail	both_fail	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	sfinae-substitution-candidate-dropping	a6723df7a fixes reduced qualified static member-function value used in a SFINAE non-type parameter	Opus plan loop notes identify SFINAE candidate dropping and defaulted non-type parameter guards as PA22-owned deduction/substitution behavior.	Reduced PA22-shaped case fails at Opus start 1963d796e with dependent type name 'Bn::value' requires typename; a6723df7a and later sampled Opus commits pass.	pa22	missing-earlier-feature	analysis/reducers/pa22-qualified-member-function-value-fallback-sfinae.t	pa22/tests/spec/300-qualified-member-function-value-fallback-sfinae.t	test-added	seed=both_fail; added PA22 qualified static member-function SFINAE value reducer with external refs and witness refs; focused check and witness compare passed; placement audit pa22 --fail-on-early passed; PA22 report passed 80/80.
pa23/tests/general/500-qualified-rebind-detected-type-arg.t	pa23/tests/general	500	fail	fail	both_fail	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	sfinae-substitution-candidate-dropping	7ed506338 evaluate decltype(member-template-call)::value in const-eval fixes qualified rebind detector type-argument reducer	Opus plan loop notes identify SFINAE candidate dropping and defaulted non-type parameter guards as PA22-owned deduction/substitution behavior.	Opus start 1963d796e rejects the reducer with undeclared result<pointer_traits<pointer<int>>::rebind<bool>>::value; 53a5589b7 still fails; 7ed506338 and later sampled Opus commits pass.	pa22	missing-earlier-feature	analysis/reducers/pa22-qualified-rebind-detected-type-arg.t	pa22/tests/general/300-qualified-rebind-detected-type-arg.t	test-added	seed=both_fail; added PA22 qualified rebind detector type-argument reducer with external refs and witness refs; focused check and witness compare passed; placement audit pa22 --fail-on-early passed; PA22 report passed 81/81.
pa23/tests/general/500-range-array-reference-mutable-begin.t	pa23/tests/general	500	fail	fail	both_fail	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	array-bound-and-array-reference-template-deduction	ca8bee9a5 pa23: rank array reference-binding cv-qualification at the element level	Opus final plan Work log item 7 and PA22 loop notes cover array-bound NTTP deduction and array-reference function-template deduction.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa22	missing-earlier-feature	find_not(Range&) preserves mutable int[N] through begin(R&) and range_begin(T (&)[N])	pa22/tests/general/200-range-array-reference-mutable-begin.t	test-added	Backfilled in PA22 general with unsigned long size_t reducer to avoid unrelated historical __SIZE_TYPE__ predefine failure. Reducer failed at Opus PA23 start 1963d796e with undeclared find_not and passed at ca8bee9a5; focused LowIR and witness checks passed.
pa23/tests/general/500-recursive-qualified-member-template-bool-arg.t	pa23/tests/general	500	fail	fail	both_fail	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	member-template-entity-and-call-integration	42beb854b member template definition relink; 7571a0d7b using-declaration imports member template overloads; 670045ef2 member template as TTP arg; 24db2e7ce using-imported member-template this adjustment	Opus plan loop notes cover member-template lookup/call/import behavior across class scopes and template argument forms.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa22	missing-earlier-feature	analysis/reducers/pa22-class-template-id-argument-no-eager-complete.t	pa22/tests/general/300-class-template-id-argument-no-eager-complete.t	test-added	Reduced to the PA22 no-eager rule from Opus 6d2492d33: a class-template-id used as a template argument in a dependent base must not force completion of its body. g++ C++11 valid; Opus start rejects, Opus 6d2492d33/current/reference accept; focused PA22 check and placement audit passed.
pa23/tests/general/500-short-circuit-alias-member-sfinae.t	pa23/tests/general	500	fail	fail	both_fail	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	sfinae-substitution-with-alias-member-pack-and-detector-idioms	1a232426b bind deduced pack into concreteScope; 9a209b88e fold member-template guards; cc29768af alias guard folding; 768c32e9f out-of-class SFINAE overload pairing	Opus final pa23/plan.md Fix 24-25d documents defaulted-NTTP SFINAE guards, alias guard folding, member-template guard dropping, detector idioms, and overload relinking.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa22	feature-interaction-earliest-owner	analysis/reducers/pa22-short-circuit-alias-member-sfinae.t	pa22/tests/general/500-short-circuit-alias-member-sfinae.t	test-added	seed=both_fail; added PA22 short-circuit alias/member SFINAE reducer; Opus start 1963d796e rejected with a parse error and Opus commit 1a232426b accepted; external refs and witness refs generated; focused check and witness compare passed; placement audit pa22 --fail-on-early passed; PA22 report passed 98/98.
pa23/tests/general/500-source-namespace-base-sfinae-chain.t	pa23/tests/general	500	pass	fail	trusted_only		tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	sfinae-substitution-candidate-dropping	no Opus fixing transition; direct PA23 source already passes Opus PA23 start anchor	Opus plan loop notes identify SFINAE candidate dropping and defaulted non-type parameter guards as PA22-owned deduction/substitution behavior.	Opus initial PA23 baseline passed this row; rechecked direct source at 1963d796e and it exits 0, so it fails the required historical reducer gate.	pa22	implementation-bug-only			no-action	seed=trusted_only; skipped for Opus-backed backfill because the direct PA23 source already passes at Opus start 1963d796e; Trusted-only failure should be revisited only in a Trusted-specific audit.
pa23/tests/general/500-source-owner-member-template-sfinae-default.t	pa23/tests/general	500	fail	fail	both_fail	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/general/500-source-owner-member-template-sfinae-default.my.lowir.compare.diff	sfinae-substitution-with-alias-member-pack-and-detector-idioms	1a232426b bind deduced pack into concreteScope; 9a209b88e fold member-template guards; cc29768af alias guard folding; 768c32e9f out-of-class SFINAE overload pairing	Opus final pa23/plan.md Fix 24-25d documents defaulted-NTTP SFINAE guards, alias guard folding, member-template guard dropping, detector idioms, and overload relinking.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa22	harness-or-reference-issue	analysis/reducers/pa22-source-owner-member-template-sfinae-default.t	pa22/tests/general/500-source-owner-member-template-sfinae-default.t (not added; reference-blocked)	no-action	seed=both_fail; skipped after validation because Opus start 1963d796e rejected no matching insert and Opus commit 1a232426b accepted, but external reference LowIR includes extra EH runtime declarations not emitted by current PA22; recorded in analysis/reference-reducer-failures.md.
pa23/tests/general/500-tcc-member-constructible-pack-sfinae.t	pa23/tests/general	500	fail	fail	both_fail	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	sfinae-substitution-with-alias-member-pack-and-detector-idioms	1a232426b bind deduced pack into concreteScope; 9a209b88e fold member-template guards; cc29768af alias guard folding; 768c32e9f out-of-class SFINAE overload pairing	Opus final pa23/plan.md Fix 24-25d documents defaulted-NTTP SFINAE guards, alias guard folding, member-template guard dropping, detector idioms, and overload relinking.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa22	harness-or-reference-issue	analysis/reducers/pa22-tcc-member-constructible-pack-sfinae.t	pa22/tests/general/500-tcc-member-constructible-pack-sfinae.t (not added; reference-blocked)	no-action	seed=both_fail; skipped after validation because Opus start 1963d796e rejected with a parse error and Opus commit 1a232426b accepted, but external reference LowIR selects the variadic fallback returning 4 while current selects make<int> returning 11; recorded in analysis/reference-reducer-failures.md.
pa23/tests/general/500-template-deduction-rejects-value-base-argument.t	pa23/tests/general	500	fail	fail	both_fail	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	non-type-template-argument-deduction-packs-and-static-values	8e4c41d4 nested template-id NTTP deduction; 984146a7c NTTP pack in nested template-id; b444d928a array-bound NTTP deduction in class partial spec; d062aba6a synthesize NTTP pack in partial ordering; 9cfd2427e bind NTTP pack on template/alias instantiation; 25727803a reference/pointer NTTPs	Opus final plan Work log items 11/12 and loop notes connect NTTP packs/static values with partial-specialization and deduction behavior.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa22	missing-earlier-feature	pa22/tests/general/100-template-deduction-rejects-value-base-argument.t	pa22/tests/general/100-template-deduction-rejects-value-base-argument.t	test-added	Exact PA23 source promoted as PA22 deduction rejection for value base argument against a type template-template pattern; g++ C++11 valid; current/reference compare clean; Opus start 1963d796e rejects, Opus 1434a6e11 compares clean; focused PA22 check, placement audit, and PA22 report passed.
pa23/tests/general/500-type-pack-element-preserves-concrete-argument.t	pa23/tests/general	500	fail	fail	both_fail	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	vendor-builtin-template-traits-and-pack-intrinsics	21c3199fa __type_pack_element; cc00b5bf8 builtin unary type transforms; 44d58bf2e __make_integer_seq	Opus plan work log and loop notes call out vendor builtins/type transforms as PA23-forced compatibility forms needing owner decisions.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa22-portable-candidate	portable-rewrite-pending-validation	portable PA23 source rewritten; reduce from pa23/tests/general/500-type-pack-element-preserves-concrete-argument.t		no-action	seed=both_fail; portable rewrite pass 2026-06-30: replaced hosted __type_pack_element with local recursive pack_element helper; g++/clang C++11 syntax, current cppgm compile, focused PA23 check, and PA19-PA23 placement audit passed. No earlier assignment test added yet; rerun Opus start/fix and external reference gates for the portable form before promotion. Intrinsic-specific coverage remains in PA34 compile tests.
pa23/tests/general/500-type-pack-element-result-selects-copy-ctor.t	pa23/tests/general	500	fail	fail	both_fail	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	vendor-builtin-template-traits-and-pack-intrinsics	21c3199fa __type_pack_element; cc00b5bf8 builtin unary type transforms; 44d58bf2e __make_integer_seq	Opus plan work log and loop notes call out vendor builtins/type transforms as PA23-forced compatibility forms needing owner decisions.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa22-portable-candidate	portable-rewrite-pending-validation	portable PA23 source rewritten; reduce from pa23/tests/general/500-type-pack-element-result-selects-copy-ctor.t		no-action	seed=both_fail; portable rewrite pass 2026-06-30: replaced hosted __type_pack_element with local recursive pack_element helper; g++/clang C++11 syntax, current cppgm compile, focused PA23 check, and PA19-PA23 placement audit passed. No earlier assignment test added yet; rerun Opus start/fix and external reference gates for the portable form before promotion. Intrinsic-specific coverage remains in PA34 compile tests.
pa23/tests/general/500-type-pack-rejects-value-pack-bad.t	pa23/tests/general	500	pass	fail	trusted_only		tool exit status mismatch (expected EXIT_FAILURE, got EXIT_SUCCESS)	non-type-template-argument-deduction-packs-and-static-values	8e4c41d4 nested template-id NTTP deduction; 984146a7c NTTP pack in nested template-id; b444d928a array-bound NTTP deduction in class partial spec; d062aba6a synthesize NTTP pack in partial ordering; 9cfd2427e bind NTTP pack on template/alias instantiation; 25727803a reference/pointer NTTPs	Opus final plan Work log items 11/12 and loop notes connect NTTP packs/static values with partial-specialization and deduction behavior.	Opus initial PA23 baseline passed this row (trusted_only seed); no Opus fixing transition, classification from test content plus Trusted seeded failure: tool exit status mismatch (expected EXIT_FAILURE, got EXIT_SUCCESS)	pa21	no-missing-opus-feature	pa23/tests/general/500-type-pack-rejects-value-pack-bad.t		no-action	Negative PA23 source is invalid C++11 as intended; g++/current/reference reject it, and Opus start 1963d796e already rejects with matching expected failure, so no earlier backfill is needed.
